Titulo,Numero_de_likes,Numero_de_visualizacoes,Descricao,Numero_de_comentarios,Data,Video_ID
Brother Enigma says he hears from the Lord| What he said will shock you| Unique Heaven experience,14889,529249,"This week we profile Brother EnigmaYou can Listen to our Podcast on:Spotify https://open.spotify.com/show/1EmRAh5MQk9FVnFiVXs2yq?si=6nkXqa4GTAeH8GdwfLfnmQApple Podcastshttps://podcasts.apple.com/za/podcast/ive-been-through-the-most-podcast/id1691771243And Join our WhatsApp Channel for updates https://whatsapp.com/channel/0029VaDVRRN7tkjGmZ23gD0TI’ve Been Through the Most is a documentary series that profiles the lives of the brave, bold and courageous guests who have experienced the most and are on the show to share their story.   Most if not all are back on the podcast to answer some questions which our viewer had, they also get to be interviewed by media personalities Innocent & Millicent also known as the Centtwinz. The podcast allows our guests to dive deeper into in-depth details of their story. This podcast is proudly brought to you by Centtwinz Productions.To be featured on the show please email centtwinz@gmail.comThank you and God Bless.",9449,2024-11-01,9AH68h3LPss
Together=Clean - Episode 4,19156,436795,,1174,2024-11-01,5IbcXXSlsA8
sea turtle stuck in dry tidal mud flats..,1189372,20034150,,11815,2024-11-01,nZ1U_RCD-5w
Wildest 10 SECONDS OF HIS LIFE 🤯 @TomIsted,897226,30050665,,7410,2024-11-01,X6VhTzsgQjg
Make yourself at home! 🐿️ #afv #funny #animals,601755,11422977,"Make yourself at home! 🐿️ #afv #funny #animals ___________________________________▶ Subscribe to join the #AFVFAM http://bit.ly/afvyoutube🔔 Make sure to enable ALL push notifications! 🔔 For all licensing inquiries please contact: info@homevideolicensing.comGet your daily dose of #Funny right here! America's Funniest Videos has the BEST collection of #EPIC videos and we've put together some of our favorites to get you through your week with a laugh! 😆 Which clip made you #LOL the loudest?! ▶ Watch the NEWEST videos: http://bit.ly/2MKctsW▶ Submit YOUR Video to AFV: https://bit.ly/SendAVidToAFVConnect with AFV Online:▶ Website: http://afv.com/ ▶ Facebook: http://bit.ly/afvFacebook ▶ Instagram: http://bit.ly/afvInstagram About AFV:America’s Funniest Home Videos is America's longest-running funny video television program. We've been collecting funny viral videos since 1989. Check out our different sections to find some of the best viral, funny, videos around. Comment, share, and subscribe to stay in touch to see funny videos you just can't find anywhere else!",4386,2024-11-01,oKNhgc9Gy3o
Uncomfortable [Nam Phương] #namphuong #shorts #kungfu #martialarts #fighting #shaolin,1870966,110546934,Nhấn đăng ký theo dõi để xem những video mới nhất của NAM PHƯƠNGContact for work : 0905948446#namphuong #eaglesacademy #vothuatdienanh #vothuat #hanhdong #tuve #masterkungfu #haihuoc #tuvethucchien #dienxuat #action #funny #shortfilm #actionfilm #beneagle,3053,2024-11-01,r0oasQkLYN8
My favourite features after a week of testing! #dodgechallenger #rccars #primalchallenger,433830,14154930,,2152,2024-11-01,rdfmu_If33g
小丑跟哈莉奎因联手大战#joker,983336,50159997,欢迎来到【佐助与鸣人】频道，这里是我们以《火影忍者》中两位角色的身份，分享他们之间兄弟般搞怪生活的特别地方！🍜🌪在我们的频道里，你会看到佐助和鸣人在现代生活中的各种趣事，从日常打闹到共同面对困难，我们用一种轻松幽默的方式，重新诠释了这两个角色深厚的友情。😂👬🔔 如果你喜欢视频，不要犹豫，快来订阅和点击小铃铛图标，这样你就不会错过我们的任何新视频。🚫 请放心，我们严格遵守YouTube的规则，所有视频内容都是我们原创制作的，我们尊重并保护知识产权，对于任何形式的侵权行为，我们都将坚决采取措施！🛡️⚖️我们的视频制作团队会特别关注儿童的安全需求，确保内容不会对其造成任何危害,331,2024-11-01,-__b9HGci1Q
Seja Gentil com os Pequenos Animais 😿,1693193,81778182,#shorts,6807,2024-11-01,ChCxsAkmrxA
"Sigma baby, you've conquered soap! 😲😮‍💨 LeoNata family #shorts",559264,36118865,,402,2024-11-01,k0TmrBYlPtg
Put a Finger Down if... 🖐,533538,8914207,"Put a Finger Down if... 🖐► Watch Another Video! - https://youtube.com/shorts/sBAipB21U-wHit 👍 LIKE and ✅ Subscribe - Thank you!Today we'll be watching the BEST 200 IQ plays in Fortnite! These 200 IQ plays will include best plays and moments that are the BEST in Fortnite! The 200 IQ plays in Fortnite are from Chapter 1 and Chapter 2 - So the BEST 200 IQ plays from ALL of Fortnite!#UseCodeAliA➖ Follow me! ➖📘 Facebook - https://facebook.com/AliAreacts🐥 Twitter - http://www.twitter.com/OMGitsAliA🎵 TikTok - https://tiktok.com/@alia📸 Instagram - http://instagram.com/AliA👾 Join the Ali-A Discord - https://discord.gg/AliA👕 Ali-A Merch - http://Ali-A.shop➖ The equipment I use! ➖🎧 The headset I use - http://bit.ly/1dXHELh📷 How I record my gameplay - http://e.lga.to/a🕹 Improve your aim (10% off) - http://www.kontrolfreek.com/discount/ali-a🎮 My controller - https://scuf.co/AliA (Use ALIA for discount)🐯 My Gaming gear - https://www.roccat.com/ (Code ALIA for 10% off)💰 Cheapest games - https://www.g2a.com/r/AliA➖ Intro Music (Listen/Download here) ➖ 🎵 https://youtube.com/FutureHouseMusic🎶 https://www.epidemicsound.comSubscribe for more videos!- MoreAli-A---Video uploaded & owned by Ali-A! (PG, Family Friendly + No Swearing!)",18486,2024-11-01,YXvXdAYPj00
Inside Out 2: Help AnythingAlexia Find Baby Nuggy? #shorts #animation,1445164,25134362,"Videos we watched!♥https://www.youtube.com/watch?v=gIfzonZ7a3s*ANYTHINGALEXIA MERCH* ✅ (Baby Nuggy + Saucy + Dippy PLUSHIES!) https://shopalexia.com/LISTEN TO I LOST MY BEST FRIEND SONG ♫♫♫YOUTUBE► https://youtu.be/6w_n3rd_QR8SPOTIFY► https://open.spotify.com/track/4sQxIDDcuyv7utPpEnYfMV💥 FOLLOW MY SNAP ► https://www.snapchat.com/add/anythingalexiaa💥 FOLLOW MY TIKTOK ► https://www.tiktok.com/@anythingalexiaa💥 FOLLOW MY INSTA ► https://www.instagram.com/anythingalexiaa/NUGGYLAND🍗 (Baby Nuggy's Channel)YOUTUBE►   @nuggyland  💥EXTRA💥►Use star code ➜ ALEXIA when buying Robux to support me!  (using code pays the creator)►Brands ➜ alexia@ellify.com►Creators ➜ If you are the owner of any of the content in these videos + would like them removed, please email hello@anythingalexia.com and I will happily remove them!#insideout2 #crazyart #shorts",495,2024-11-01,dN0NDTwijhA
"Anything You Draw, I'll Buy 🖍️﻿﻿💸",382880,10922124,"BIG thank you to Scheel's for letting us film! Check them out at https://shorturl.at/ODYLw❇️ SUBSCRIBE - http://brianna.gg/subscribe👕 FIRE MERCH - http://www.brimerch.com🔥 DOWNLOAD APP - http://firemerch.app/download👀 FOLLOW ME HERE!☛ TikTok - https://www.tiktok.com/@brianna☛ Instagram - https://www.instagram.com/brianna_/ ☛ Twitter - https://twitter.com/BriArsement🎮 MY FAN DISCORD! ☛ https://fire.vip/discord------------------------------Additional music provided by Epidemic SoundClick here for a free trial!  http://share.epidemicsound.com/TBNRIf you believe your copyrighted work was unintentionally used in this video without permission, please contact us at copyright@tbnr.net",615,2024-11-01,Ua-ymIL-zuk
Fake watermelon by Secret Vlog,485650,35275484,,192,2024-11-01,U7XEpdX8iKk
Toronto Argos Players Try the Beardless Filter and Their Reactions Are Too Good,469119,13710667,Toronto Argonauts Football Club:Website: https://www.argonauts.caFacebook: https://www.facebook.com/ArgosFootballTwitter: https://twitter.com/TorontoArgosInstagram: http://instagram.com/torontoargos,3056,2024-11-01,gpyXS5OkQ74
That went too fast! 😲,2740594,68035307,,9418,2024-11-01,V9tpUcYQHyI
Port Antonio,371260,6679740,,31601,2024-11-01,BWtBckf8RIw
Fixing A Chipped Tooth 😁,2198248,60118808,,13217,2024-11-01,dv7oHrm2aug
*are you satisfied [Nam Phương] #namphuong #shorts #kungfu #martialarts #fighting #shaolin,3556314,191125804,Nhấn đăng ký theo dõi để xem những video mới nhất của NAM PHƯƠNGContact for work : 0905948446#namphuong #eaglesacademy #vothuatdienanh #vothuat #hanhdong #tuve #masterkungfu #haihuoc #tuvethucchien #dienxuat #action #funny #shortfilm #actionfilm #beneagle,7282,2024-11-01,T-vLGMlfioE
Probably Shouldn’t Have Used A Fork 😳 (Comment Your Favorite Hairstyle lol),543836,18216110,,2649,2024-11-01,fcfETT2i2Es
Bro think he the MC.. 😂👊🔥,2371219,37384971,,9538,2024-11-01,WPs2bTynDDI
兔子姐姐的魔法也太厉害了#小丑#兔子警官#家庭#搞笑,885025,36511483,欢迎来到【小蚂蚁和小宇宙】频道！😂🌟在这里，我们为你带来搞笑的家庭角色扮演视频，展现日常生活中的趣味时刻。无论是搞笑的家庭互动，还是创意满满的角色扮演，每一段视频都能让你捧腹大笑！我们相信，快乐是可以分享的，每个人的生活都可以充满乐趣。🎭🏡我们非常重视你的反馈，每一条评论和点赞都是我们继续创作的动力。💬❤️📢 如果你喜欢我们的内容，请务必订阅频道，并点击小铃铛图标🔔，这样你就不会错过任何一个搞笑视频。分享你的想法和建议，让我们一起创造更多欢笑的时刻吧！🌈加入【小蚂蚁和小宇宙】的搞笑旅程，与我们一起享受家庭的快乐时光吧！🎊  所有视频取得中国大陆创作者授权，严格遵守平台规定。🛡️我们的视频制作团队会特别关注儿童的安全需求，确保内容不会对其造成任何危害。,605,2024-11-01,eEe6z9ZMcqo
It's impossible for a girl from Edmundston to make it on MasterChef Canada | MasterChef World,1710041,27850414,Contains Content from MasterChef Canada Season 2 Episode 2. Subscribe for more!,5865,2024-11-01,olx5oFJbivo
🦆 Waddle Over the Bridge Cake #Shorts,839694,29390318,All our products for kids are available on Amazon: https://tinyurl.com/3t25a5c6,0,2024-11-01,-lmrD15XAnk
ARGENTINA vs. BOLIVIA [6-0] | RESUMEN | ELIMINATORIAS SUDAMERICANAS | FECHA 10,0,11139489,"#Argentina #Bolivia #eliminatoriassudamericanas #CreeEnGrande #CONMEBOL ¡Goleada de los campeones del mundo y de América! 👏🇦🇷El cuadro dirigido por Lionel Scaloni superó 6-0 a Bolivia con una fantástica actuación de Lionel Messi, autor de tres goles y dos asistencias, y sigue firme en lo más alto de la tabla de posiciones con 22 puntos.Lionel Messi (19′, 84′ y 86′), Lautaro Martínez (42′), Julián Álvarez (45+2′) y Thiago Almada (69′) anotaron los goles para el contundente triunfo de la Albiceleste, que volvió al éxito después de dos partidos y cortó la racha de tres victorias que traía La Verde en estas Eliminatorias.Suscríbete I Inscreva-se I Subscribe: http://bit.ly/CONMEBOLFacebook: facebook.com/CONMEBOLInstagram: instagram.com/conmebol/Twitter: twitter.com/CONMEBOL",11486,2024-11-01,C3wPtKNbAOA
小蚂蚁会选到什么呢！#火影忍者 #佐助 #家庭,2544469,128877378,欢迎来到【小蚂蚁】频道！🐜🌍🐂这里是小蚂蚁依依、小宇宙浩宇和小魔王浩鸣的欢乐领地，三个性格迥异的萌娃将带领你进入他们的搞怪日常，体验充满欢笑和意想不到的冒险。😄🎈依依，作为姐姐，古灵精怪，总能以她独特的视角发现生活中的乐趣。🐜浩宇，活泼开朗的弟弟，他的好奇心总是引领着大家探索未知的世界。🌍而浩鸣，作为家中的小魔王，调皮捣蛋却又不失可爱，总能给家庭带来满满的欢乐。🐂在这里，你将看到这三个小宇宙的日常趣事，每一刻都充满了温暖和笑声。💖🔔 如果你喜欢我们的视频，记得订阅并点击小铃铛图标。请注意，本视频符合平台的使用要求，没有任何违规行为。我们的视频制作团队会特别关注儿童的安全需求，确保内容不会对其造成任何危害。,1645,2024-11-01,h7GMBRVPRGk
啊？就这么水灵灵的穿上了？,3074124,111037411,🌟 欢迎来到【一航1】频道！🌟👬 加入我们，沙雕日常，体验满满的欢笑和不可思议的日常瞬间！这里是我们俩小只带给你的欢乐源泉。😂🎉 每一次视频，我们都会尽力展现最真实、最有趣的一面，无论是搞笑挑战还是日常生活，我们的目标就是让你笑出声来！🎬📢 如果你喜欢看我们的视频，记得订阅频道并点击小铃铛图标🔔，这样你就不会错过任何一个充满笑声的时刻。🚫 放心，我们的所有视频都严格遵守平台规定，绝无违规内容。所有视频内容均由我们原创，受版权法保护，未经允许，严禁复制或转载。侵权必究！🛡️,9042,2024-11-01,xlRr610Z3dE
