Titulo,Numero_de_videos,Descricao,Imagem_de_perfil,Numero_de_visualizacoes,Link,Numero_de_inscritos,Data,Canal_ID,Pais_codigo
Romancev768,2502,Самый короткий техноблог где всё по делу и без тонны рекламы!Подписывайся:Telegram: t.me/Romancev768https://www.tiktok.com/@romancev768https://www.instagram.com/romancev768/Сотрудничество: ads768@yandex.ru,https://yt3.ggpht.com/ytc/AIdro_kTWRMvPXu4eXGzaNJaYnF_z-o-uxeQp5zSIvOMCh517M0=s88-c-k-c0x00ffffff-no-rj,1938252423,https://www.youtube.com/channel/UCXNUrJGI6-5hv6xcncrQq8g,1600000,2024-11-01,UCXNUrJGI6-5hv6xcncrQq8g,RU
Натурал Альбертович,912,Всем спасибо за подписку❤️,https://yt3.ggpht.com/ytc/AIdro_nt-eEb9SvE-akmRDpsEX8XkK72MYBdSJnm_4uu5-2fVh8=s88-c-k-c0x00ffffff-no-rj,8787570838,https://www.youtube.com/channel/UCE7f6y9VGVdZEtHeluRj_Wg,10300000,2024-11-01,UCE7f6y9VGVdZEtHeluRj_Wg,UA
КАРЕНА МАКАРЕНА,140,                Всем ПАСИБО😂Подписывайся здесь смешно Instagram :karena_macarenaПо поводу рекламы пишите : karena.macarena@wow-media.ru,https://yt3.ggpht.com/4d0PcxHgk4BhkAJ7QnYw9OC_Dt30q9T7198TIHRS9LvzbrybCNZc0MMhCYgfX8L6Lwg3iDbensA=s88-c-k-c0x00ffffff-no-rj,1094331410,https://www.youtube.com/channel/UCgvPE_DC9Q-ZJNAaXbppNVA,1840000,2024-11-01,UCgvPE_DC9Q-ZJNAaXbppNVA,ZZ
"Алёна, блин!",1110,"Официальный канал «Алёны, Блин!» на YouTubeШоу «Алена, блин!»: каждый четверг«Алена, блин! говорит»: каждое воскресенье",https://yt3.ggpht.com/-X6aZ_Vk7m09ZCv9PfHOqEHIB7FYw3dZdjzhvTC36DGnbHp5FtVsPhZ5uHZ4_RZh_IN-C7hC=s88-c-k-c0x00ffffff-no-rj,443129334,https://www.youtube.com/channel/UCFCKDylEz4F7yB50yYMye0g,1380000,2024-11-01,UCFCKDylEz4F7yB50yYMye0g,RU
БУЛДЖАТь,371,"Видеоигры, ММО, истории, обзоры и вертолеты",https://yt3.ggpht.com/ytc/AIdro_ncwKEydPpLhGS1g6S9FpvoH37zX-cOrt8YVuUWInV08IY=s88-c-k-c0x00ffffff-no-rj,369196895,https://www.youtube.com/channel/UCOxQWb-OuyCSZadzWqrKTCQ,1370000,2024-11-01,UCOxQWb-OuyCSZadzWqrKTCQ,RU
Психолог Вероника Степанова,2515,"VeronikaПсихолог, психотерапевт, Вероника Степанова. Друзья, на моем канале вы сможете получить самые  важные и нужные психологические знания! Здесь вы найдете профессионально аналитичные, откровенные и глубокие  видео на самые различные психологические темы: Патопсихология, неврозы, конфликты, секс и многое другое! Мои видео выходят каждый понедельник , четверг и суббота в 15.00 по Московскому времени! Получайте удовольствие от просмотра! =) My english YouTube channel https://www.youtube.com/channel/UCHzyhjGi1Js55h53AR4CawQмоймой сайт veronikastepanova.comмой Телеграмм-канал t.me/veronikastepanova20011",https://yt3.ggpht.com/GEmmEF7ZYrqWfaikv8zTBbWcxe1PeIawsxXyRfyXNdsucV32CSk_CZMhJjdEJ_TjTGx3xp2p6Q=s88-c-k-c0x00ffffff-no-rj,957371800,https://www.youtube.com/channel/UCg0Y6Q0m3A_5X0CPY-IG3Yg,3080000,2024-11-01,UCg0Y6Q0m3A_5X0CPY-IG3Yg,RU
Agatha Christie,143,"Канал, посвященный убийствам и трагическим смертям, которые оставили много вопросов. Выпуски делаются из видеоматериалов других документальных и художественных фильмов.",https://yt3.ggpht.com/ytc/AIdro_nd0F4D3LktW5I2k5LWDRFMokY6Fqr19N5M56vD0P2xgh8=s88-c-k-c0x00ffffff-no-rj,203215862,https://www.youtube.com/channel/UCRv1uDv7I2bv7aavxmkRTtw,1280000,2024-11-01,UCRv1uDv7I2bv7aavxmkRTtw,RU
INNA SERG,612,"ИГРАЙ С НАМИ В GRAND MOBILE-ПРОМО SERG👇🏻НОВОСИБИРСК НА СВЯЗИ🤟🏻НЕ Типичная Яж мать и сын подросток 🤪Снимаем забавные,а где то мистические скетчи!Авторский контент🦦 Присоединяйтесь 🫶🏻 Сотрудничество в Телеграм👇🏻@Imalika08Почта: innaserglite@gmail.com",https://yt3.ggpht.com/D6JZl1OCjl20hkx1UM4pYG58gGC5TQ1wvNBSHIyfzE9yAvzAuBv6NuZcNDjr1ogfblnJwhYtCQ=s88-c-k-c0x00ffffff-no-rj,1757636907,https://www.youtube.com/channel/UCvydDeIzW2UDNO7eCqmmGdw,4850000,2024-11-01,UCvydDeIzW2UDNO7eCqmmGdw,RU
Дядь Андрей,2530,"tidryfri5389456087 - мое айди!PUBG mobile, Пабг Мобайл, pubg mobile gameplay, открытие ящиков, открытие кейсов, открытие кейсов в пабг мобайл, OPENCASE Pubg Mobile, Soul Knight, сол найт, лайфхаки паба мобайл, фишки пабг мобайл, проверка лайфхаков в пабге,смешные моменты в пубг мобайл, Pubg mobile,халява,халяные uc,новый кейс,костюмы бесплатно,открываю премиумкейс,халява в пабге,новое оружие,стрим,PUBGLITE, пабг,стримы,erangel2.0,европа,обнова,PUBG,топ1,игра,бесплатно,пубгмобайл,лобби,кастомки, Пабг, пубг, pubg, mobile, мобайл, pubg mobile, пабг мобайл, пубг мобайл, METRO ROYALE, метро, метро рояль, рояль, пабг метро, проверка лайфхаков, проверка мифов метро, метро рояль фишки баги лайфхаки. Метро мифы, обновления, сливы, метро рояль утечки, метро рояль, баги метро рояль, эксперименты метро рояль, проверка лайфхаков, мифы, проверка мифов, метро рояль геймплей",https://yt3.ggpht.com/G3akQMbBpMJYVRNkNuNTd1ePRe5QfnOaVElOTKJsIpNHPIW7JnKno61WUK17o9HRk158yjlF2Xk=s88-c-k-c0x00ffffff-no-rj,168978472,https://www.youtube.com/channel/UCDZ0U6BUI26KjWXUhoJeFHw,429000,2024-11-01,UCDZ0U6BUI26KjWXUhoJeFHw,RU
Ozodivideo,32760,"Ба @Ozodivideo обуна шавед! Хабарҳои Тоҷикистон ва ҷаҳон. Видеоҳои худ ё пурсиш, дархосту пешниҳод ва шикояте дошта бошед метавонед ба воситаи Viber, IMO, WhatsApp, Telegram ё Signal ба мо фиристед: +992 980 151 010; +420 724 05 66 81; +420 724 05 39 59; +420 607 900 808; +420 725 602 213This is YouTube site of Tajik Service of the Radio Free Europe/Radio Liberty Inc.",https://yt3.ggpht.com/ytc/AIdro_mwBjNToniTwmw8IUqXOiqY0lYsfJh4RkioPpf4XBdCWw=s88-c-k-c0x00ffffff-no-rj,1821264781,https://www.youtube.com/channel/UCyTDJHSzuKZ2JZO41c5Do1A,2410000,2024-11-01,UCyTDJHSzuKZ2JZO41c5Do1A,ZZ
AcademeG,848,"Итак ....  Меня зовут Костик, и я имею свой субъективный взгляд на автомобили, на этом канале вы не увидите заискиваний перед производителями и политкорректных речей, так же я не поклоняюсь автомобилям, ввиду этого я смотрю на них сверху вниз и вижу все их изъяны и недостатки ... если угодно, это автокритика.Тем не менее ... это не означает, что машины плохи .... просто они такие, какими кажутся.По вопросам рекламы:academeg@a-proved.ruhttps://vk.com/id243994326Фконтакт.vk.com/AcademeGВэлкам )",https://yt3.ggpht.com/ytc/AIdro_mUHRVKT0VI5RLpHAMVeFw_rReVysXmJdCPT8l1GsocXig=s88-c-k-c0x00ffffff-no-rj,1658631216,https://www.youtube.com/channel/UC0lT9K8Wfuc1KPqm6YjRf1A,5710000,2024-11-01,UC0lT9K8Wfuc1KPqm6YjRf1A,RU
Family Games Media,1877,"This channel is committed to providing child-friendly content and avoiding any elements that may affect their health and safety.Hello everyone, this is [Family Games Media].We will record the funny daily life of the familyThere are various challenges hereWe will bring laughter to everyoneRemember to subscribe to usWe will update new videos every daylove you ♥May the world be filled with happiness",https://yt3.ggpht.com/bWirP8_cqJ81PEpvYPNUYQiTxp4m36UAy-wqklCJb8gw8Pf6v_YcHEzhfzqLB5g17yaPe9g_=s88-c-k-c0x00ffffff-no-rj,8381865877,https://www.youtube.com/channel/UCLWvIB80ANqrEJhzYzfkgGA,14100000,2024-11-01,UCLWvIB80ANqrEJhzYzfkgGA,US
Avaz Oxun,269,"Все права защищены. Полное или частичное копирование материалов запрещено, при согласованном использовании материалов необходима ссылка на ресурс.по вопросам рекламы ceo@rizanova.uz",https://yt3.ggpht.com/SVut5zp59ZZZrKUHz-b1vGnupYBVugoozK4pnwS9_XQY8PrinFNgD3GWtEhTGwyZIhqN5h3nbg=s88-c-k-c0x00ffffff-no-rj,310814377,https://www.youtube.com/channel/UC1TKzKqa_EYyJ13wUELnXlg,1020000,2024-11-01,UC1TKzKqa_EYyJ13wUELnXlg,US
ESL Dota 2,2132,Welcome to the home of ESL Dota 2 on YouTube! Be sure to subscribe to keep up to date with all of the lates Dota 2 action from around the world.,https://yt3.ggpht.com/FY55uOTphtczaYYVBa6ooH_Vpzp3oxAp1s905iu00AZ9hcgNc3pBSMnvEEz8fuKoP4HBIUfTqQ=s88-c-k-c0x00ffffff-no-rj,157199448,https://www.youtube.com/channel/UCaYLBJfw6d8XqmNlL204lNg,285000,2024-11-01,UCaYLBJfw6d8XqmNlL204lNg,DE
Автосалон Синдиката,150,"Канал сообщества Дубровский Синдикат.По вопросам сотрудничества, спонсорства или рекламы, писать на почту dubrovskiysyndicate@mail.ru",https://yt3.ggpht.com/ytc/AIdro_npv4ULMkzmRKa1HnHwFukBNjexRDm2wjCQHpipZEu-84k=s88-c-k-c0x00ffffff-no-rj,385069052,https://www.youtube.com/channel/UCn1YQ4g_kKwJbt0MUVZfY7A,2480000,2024-11-01,UCn1YQ4g_kKwJbt0MUVZfY7A,RU
小童童成长记,689,🎈 欢迎来到“小童童成长记”频道！👶在这里，我们将记录我们家的小宝贝——小童童的成长点滴。从他的第一步，到每一个有趣的日常生活，我们都希望与你分享。👨‍👩‍👦【一家人的幸福时光】加入我们，一起见证一个小生命的成长和变化。看看小童童如何在我们的呵护下快乐成长，以及他那些让人忍俊不禁的趣事。🌟【有趣的日常生活】我们的频道不仅仅是关于小童童的成长，更是关于一家人共同度过的每一个温馨、快乐的瞬间。🔔 如果你对我们的小宝贝感兴趣，请订阅“小童童成长记”频道，并点击小铃铛图标。我们承诺，所有内容都是在健康、积极的环境中创作的，绝无不适当内容。,https://yt3.ggpht.com/-trROwa5hjF2oVviI6Dndpzkfio-v7y9pnsRL89vN1n5XLxhwT31wHdr93BBFdWqVJOnWXDHMGo=s88-c-k-c0x00ffffff-no-rj,417089897,https://www.youtube.com/channel/UC3eP27DHBYIMFkN-1up0Y_A,698000,2024-11-01,UC3eP27DHBYIMFkN-1up0Y_A,HK
Daria Graph,522,По рекламе и сотрудничеству писать на почту: offer@peaches.studio,https://yt3.ggpht.com/ThRgL0wywYJZB7Bf3Wo8yD133F0ZVutlB6y2OqSzDkCTrSLpyCHIYphH1dzCREDHGExrF9tkow=s88-c-k-c0x00ffffff-no-rj,567844141,https://www.youtube.com/channel/UCKoFMFiKx297VCuHB29mMXw,2340000,2024-11-01,UCKoFMFiKx297VCuHB29mMXw,RU
Zion Music,1712,Artist development & Label+ Promo+ Distribution+ Booking= $$$,https://yt3.ggpht.com/DTHCMA9VvhR8DR_0j57WlmMjCiQlD45rnwCNM1JSzCjNatZVX3Q9EhdKsCHOok7v2vyXKDNjyw=s88-c-k-c0x00ffffff-no-rj,192512537,https://www.youtube.com/channel/UCbFHDplh6agAg1-oa6u2wzw,433000,2024-11-01,UCbFHDplh6agAg1-oa6u2wzw,RU
ЕГОРИК,390,"Привет, меня зовут Егорик и это мой ютуб канал! Подписывайся, обещаю, что я тебя не подведу, будем веселиться вместе! https://t.me/egorikvtgДля сотрудничества egorshkred.pr@gmail.com",https://yt3.ggpht.com/ytc/AIdro_nQU4RrzQOH2m4qHxs8VGkQhIB2rlpYqS1oY-pLLXQPxDE=s88-c-k-c0x00ffffff-no-rj,1801474212,https://www.youtube.com/channel/UCUHQKxU-_DWsrwBxlKWgsew,11900000,2024-11-01,UCUHQKxU-_DWsrwBxlKWgsew,RU
AkStar,131,"Разыгрываю 5 гитар и 5 Airpods в своем telegram-канале по ссылке ниже ⬇️Привет! Меня зовут Паша AkStar, я играю на гитаре и записываю интересные видео для вас.Любишь музыку? Тогда тебе сюда.КОНТАКТЫ По Рекламе (Илья):Телеграм: @reklamaguitarWhatsApp: +79939816169ВК: https://vk.com/ilyalexpr  Email: akstar.commerce@gmail.com",https://yt3.ggpht.com/ytc/AIdro_lMj-DY5z1XHd461dtOf3GEUHdAskv3DhhgRZIQMtrQAWM=s88-c-k-c0x00ffffff-no-rj,630927324,https://www.youtube.com/channel/UC5aNdQmTYqlSxJHS9Ld0pBw,3940000,2024-11-01,UC5aNdQmTYqlSxJHS9Ld0pBw,RU
Alan Chikin Chow,1368,Welcome to Alan’s Universe! 🌎My mission is to inspire the hero within each of us.📩 alan@alanchikinchow.com,https://yt3.ggpht.com/2MPw7mYFFiBUsH1MeMT3pIMeBNUobpe4hkYhN9xtWjZO2bxoFVgnQ8YTpfIDMQ0WGZ5JPnX0Zw=s88-c-k-c0x00ffffff-no-rj,47482626716,https://www.youtube.com/channel/UC5gxP-2QqIh_09djvlm9Xcg,65300000,2024-11-01,UC5gxP-2QqIh_09djvlm9Xcg,US
Шиндр Мындр,977,"Здравствуйте наши дорогие зрители!Это наш новый , семейный канал.Мы будем показывать как мы живем.Чем занимаемся в будни. Как проводим праздничные дни.Всем хорошего настроения и крепкого здоровья желаем!!!",https://yt3.ggpht.com/ytc/AIdro_kaesF0lT9GySQ2ESsJUaXUq8qs2IIiGRoSP--YfFbembw=s88-c-k-c0x00ffffff-no-rj,188739525,https://www.youtube.com/channel/UCM4UbeXfkW2_1gOFvtYs_KQ,552000,2024-11-01,UCM4UbeXfkW2_1gOFvtYs_KQ,RU
НОВОСТНИЧОК,1017,"Главные новости мира, важные события и происшествия - всё самое интересное, что происходит вокруг нас каждый день, собирается на канале Новостничок и выходит в формате Шортс ежедневно! Смотря Новостничок вы будете в курсе всех главных новостей, тратя на их просмотр буквально по нескольку секунд!",https://yt3.ggpht.com/8d4UKRM5ONVnXFbhOg0ZMzb6r52vdvOXJUZRChy0hsGMqb-SvdNPA92I9g59cQvaC-cuXVyu0g=s88-c-k-c0x00ffffff-no-rj,5394119116,https://www.youtube.com/channel/UCi2_q03LmlBCVvIYFybq3Fw,2230000,2024-11-01,UCi2_q03LmlBCVvIYFybq3Fw,US
Дюшес,439,🔺РЕКЛАМА - duches@avtormedia.ruПартнерские программыВсем привет!) Это команда Дюшес!) На этом канале мы с друзьями делаем невероятные и крутые видосы! Нравятся безумные эксперименты? Тогда тебе к нам! Нравятся крутейшие и веселые челленджи? Тогда тебе точно к нам!) ,https://yt3.ggpht.com/S0liVeYWw_fJcHPub9FRtBWynf_jH88ldgbSP1M3MNy7KrL2sOVFg6ncVW7nSpPQLdfYilmjbWs=s88-c-k-c0x00ffffff-no-rj,1506985268,https://www.youtube.com/channel/UCkUFua6WbuKcmMDrcxRpH7A,6540000,2024-11-01,UCkUFua6WbuKcmMDrcxRpH7A,ZZ
Jove,5727,"⚠️ Скачать Модпак Джова ► https://boosty.to/jove📝Все новости в TG ► https://teleg.run/The_Joves💻 ПК Джова и периферия ► https://bit.ly/3Di4A5Q✅ Группа ВК ► http://vk.com/thejoves✅ Telegram ► https://teleg.run/The_Joves✅ Сотрудничество и реклама - jove@astroboyz.ru / +7 (919) 904-71-11 Pavel (Telegram)✅ Посылки ► Писать в предложку Вконтакте или модераторам там же.Меня зовут Джов, он же Константин. На своем канале я играю  в игры, в том числе в прямом эфире. Делаю обзоры автомобилей. Иногда путешествую с друзьями. Люблю рассказывать про разные гаджеты и своё оборудование.Буду рад вашим лайкам и подписке ;)#jove #джов #worldoftanks #wot #леста #lesta #миртанков #mirtankov #танки #tanks #стрим ",https://yt3.ggpht.com/ytc/AIdro_lhj23nzGSLICpC2Ky3Zos0L41CMAXo483JV05EclJayl8=s88-c-k-c0x00ffffff-no-rj,1644599682,https://www.youtube.com/channel/UCDx2-SCLzDaC4vlh2PCGYQA,3420000,2024-11-01,UCDx2-SCLzDaC4vlh2PCGYQA,RU
Domer Grief,763,"Всем привет ребятушки!С вами Домер!) Так-же известен как MrDomer [В играх] Я снимаю различные ролики по Грифер Шоу, Проверке Игроков в Minecraft и многое другое)) Гы :) █ - 1.000.000 √ 28.04.2020██ -1.500.000 √ 31.12.2020███ - 2.000.000 √ 20.06.2021████ - 2.500.000 √ 02.01.2022█████- 3.000.000 √ 23.04.2022██████ - 3.500.000  √ 25.08.2022███████ - 4.000.000 √ 17.04.2023████████ - 4.500.000 √15.07.2023█████████ - 5.000.000  √12.12.2023██████████ - 5.500.000 √19.02.2024███████████ - 6.000.000 √01.06.2024████████████ - 6.500.000 √10.07.2024█████████████ - 7.000.000",https://yt3.ggpht.com/PcxS4umSNByRgvhtWtiPXUXFDICElWHKoNvLdQ6Gykp1bbfTXcRDuuwCFYdgwTYPOQpJ5fws=s88-c-k-c0x00ffffff-no-rj,1199526229,https://www.youtube.com/channel/UCb5oqCZ4AfmfXbgHsfei0tQ,6760000,2024-11-01,UCb5oqCZ4AfmfXbgHsfei0tQ,UA
Иван Абрамов,229,"Раз вы добрались до этой вкладки, значит вы действительно цените мое творчество. Поэтому получайте первый пароль - «Виконт». Где его применить, зачем он нужен ? - Следите внимательно дальше за моим творчеством! (дую на свечу и комнату окутывает мрак и едва слышное «что за х...»)По вопросам рекламы и сотрудничества:mvanyushkina@ya.ruПо всем остальным вопросам:Info@iabramov.ru",https://yt3.ggpht.com/G3R21kLXKwEvh09cMWi_AXN08yW12W86XwsLaZo0OCtS-HyUih8FNo7N_244lmKZ5vzG_uOr=s88-c-k-c0x00ffffff-no-rj,700150839,https://www.youtube.com/channel/UC_1O5w8-Gv812YiZwxd1qSw,956000,2024-11-01,UC_1O5w8-Gv812YiZwxd1qSw,ZZ
LABELCOM,385,Это канал LABELCOM По вопросам рекламы и сотрудничества: Labelcom2022@mail.ru,https://yt3.ggpht.com/ymmc_BPkrdSUvNGvh5TjCH5ieY5FL6-hrGTvrzrDgfJgEVXxvTpvqQxcFzsZC--6wVvjlUzw9AE=s88-c-k-c0x00ffffff-no-rj,383664914,https://www.youtube.com/channel/UCNqktdxgAADBj36dC7VGOgg,7360000,2024-11-01,UCNqktdxgAADBj36dC7VGOgg,RU
НИКИТОС,129,1000км на РЖАВЫХ ВЁДРАХ. Безумные самодельные проекты. Автоаукционы от 1000р. Очень много BMW. Что ещё нужно для счастья подписчиков?😍,https://yt3.ggpht.com/-ExNQATByTD1-X6_9KKDya9ciQm4m_qvpYQfqFZKCg9FbRNCIQ3GFO4uMfhFrH-Lj8dhCqPMvw=s88-c-k-c0x00ffffff-no-rj,172248281,https://www.youtube.com/channel/UCCbW0FO6y14X0eEREEkUq3A,1320000,2024-11-01,UCCbW0FO6y14X0eEREEkUq3A,RU
Навальный LIVE,4764,"«Навальный LIVE» — ютуб-канал, на котором говорят правду. Обсуждаем политику и новости так, как не обсуждают по телевизору. Рассказываем о коррупции, про которую молчат провластные блогеры и СМИ. Говорим о новых технологиях и прекрасной России будущего, а не спорим только о прошлом. Мы хотим, чтобы общественно-политические темы обсуждались открыто, честно и без цензуры. И поэтому мы делаем канал «Навальный LIVE». Присоединяйтесь и подписывайтесь.",https://yt3.ggpht.com/CSra9QXiyvJ2q9TgOEE8Sra12lT5GQdrv0YSyw7-khqIJwROpDnCO6nQ5tXVd8Nkfn9fpZdT=s88-c-k-c0x00ffffff-no-rj,1806989486,https://www.youtube.com/channel/UCgxTPTFbIbCWfTR9I2-5SeQ,3490000,2024-11-01,UCgxTPTFbIbCWfTR9I2-5SeQ,LT
MrLololoshka (Роман Фильченков),3908,"Меня зовут Роман, подпишись!Канал весёлый и интересный!Видео по модам, летсплеям для Minecraft.Иногда могут быть видео по хоррориграм. Улё• По рекламе — lololoshkawork@gmail.com",https://yt3.ggpht.com/ytc/AIdro_m5dTgJ2OOoH_W7hl88vS-XXUCURS8F14jurLeJDW8mwKM=s88-c-k-c0x00ffffff-no-rj,4772171537,https://www.youtube.com/channel/UCAvrIl6ltV8MdJo3mV4Nl4Q,10900000,2024-11-01,UCAvrIl6ltV8MdJo3mV4Nl4Q,US
ЦЕНТР,675,"Канал ЦЕНТР работает по всей Украине. Для нас нет запрещенных тем. ЦЕНТР говорит о политике, экономике, социальной сфере. Наши эксперты комментируют любые, даже самые острые, темы, не боятся называть имена и фамилии.Мы рассказываем об интересных фактах, актуальной повестке дня, говорим о жизни городов, областей и всей страны. Наша аудитория — люди, которые ценят свое время и знают где найти информацию, получить ее, а не тратить время на долгие часы для анализа ситуации.  На канале ЦЕНТР вместе с нашими ведущими и экспертами: политологами, медиками, мэрами городов — обсуждаются самые важные и острые проблемы страны. Канал ЦЕНТР ориентируется на жителей, которым небезразлична судьба Украины и своего региона.",https://yt3.ggpht.com/Y9sNSu6hq0XMT7aNuVsG0u0x18NHT6Bwb7Jch67gG1wiDUz80lwILrB63xFZymn4XJMRsy8Gcw=s88-c-k-c0x00ffffff-no-rj,30182366,https://www.youtube.com/channel/UCQeGq915GhiFlOE-fuoXGKQ,78600,2024-11-01,UCQeGq915GhiFlOE-fuoXGKQ,UA
Саша Квашеная,925,"Я тут пою каверы и свои авторские песни. Почему Квашеная? Заходи, поймешь :)#кавер #квашеная #капустина",https://yt3.ggpht.com/uGvJnVkmZKLz0dzd-RlJEQLYMtyRliEDJK1H--CYov7fCWUQaT708gIUivUZgUwdZnG4ZU-dJg=s88-c-k-c0x00ffffff-no-rj,1278536108,https://www.youtube.com/channel/UCLTgbvgydbIU3OQ0Z-PpTpA,4210000,2024-11-01,UCLTgbvgydbIU3OQ0Z-PpTpA,RU
ВПИСКА LIVE,46,это второй канал Васи Трунова и Коли Редькина. здесь мы выкладываем не вошедшие в основные выпуски фрагменты из наших интервьюсвязь / сотрудничество / реклама: mail@vpiska.tv,https://yt3.ggpht.com/GM7i-ckner5zUJtwejRpTlxEmISh4VidHjrCmhPRUgFS-L-7BW03bHznoqTTCFAKz5eBGrD5qKA=s88-c-k-c0x00ffffff-no-rj,14241094,https://www.youtube.com/channel/UC-0PebZ8l-aQvGnf8Poj9ng,121000,2024-11-01,UC-0PebZ8l-aQvGnf8Poj9ng,RU
BATEK_OFFICIAL,339,"ПРИВЕТ , С ВАМИ Я - БАТЁК😀ПЕТРОВИЧ И СЕРЁГА ТЕПЕРЬ И НА ЮТУБЕ!ПО ВСЕМ ВОПРОСАМ (РЕКЛАМА , СОТРУДНИЧЕСТВО) МОЙ ЛИЧНЫЙ ТЕЛЕГРАММ : @VILLAGEAGENT",https://yt3.ggpht.com/kouZLwMGWrB7vbbnSXGtXPxhNEEGUiX6STUewsjsdn9QNcqVU7Lym3BTi4rVN10gALNrlX6-jg=s88-c-k-c0x00ffffff-no-rj,3578850037,https://www.youtube.com/channel/UCYsVtR0mpHEOON2YsycCFWA,6620000,2024-11-01,UCYsVtR0mpHEOON2YsycCFWA,ZZ
i_roblox_queen,734,Всем приветик! Та самая Роблоксерша) По всем вопросам рекламы и сотрудничества:ОСНОВНОЙ mail: go@robloxqueen.ruДополнительный менеджер по рекламе в Ютуб: stassemcenko@gmail.comПо вопросам сотрудничества ВК:site: https://et-cetera.agencymail: roblox_queen@etc-agency.comtg: etc_agency,https://yt3.ggpht.com/MNBqItVhran_gPiMIjIjb1CQwmlf3U69yu_wLVNaSR9-rWIotWUGqEXi_e0pa5HeACvW4mcSzN0=s88-c-k-c0x00ffffff-no-rj,2348326875,https://www.youtube.com/channel/UC6HKWohA11bBbyob7ieP-0g,8140000,2024-11-01,UC6HKWohA11bBbyob7ieP-0g,ZZ
Галина Кухня,1449,"Всем привет! Меня зовут Галина! Добро пожаловать на мой цыганский авторский кулинарный канал, посвящённый рецептам цыганской домашней кухни и не только. Все рецепты из простых и доступных продуктов. Немного о себе: я цыганка и очень люблю готовить. Всем приятного просмотра! Подписывайтесь на мой канал, ставьте лайки, пишите комментарии и не забывайте нажать на колокольчик, чтобы не пропустить мои новые видео!Мои 10 000 подписчиков - 07 11 2017 Мои 100 000 подписчиков - 15 03 2018   Мои 500 000 подписчиков - 27 11 2018Мой 1 000 000 подписчиков - 2 09 2019Мои 2 000 000 подписчиков - 14 02 2021Мои 3 000 000 подписчиков - 16 11 2022Мои 5 000 000 подписчиков - скоро...По поводу рекламы пишите на электронную почту: galina.kuhnya.life@gmail.comGBPerfluence",https://yt3.ggpht.com/ytc/AIdro_mNMxehvCX8YeY6gbp5cLirO4-nt9jKArmyuNi7Cg0OQdE=s88-c-k-c0x00ffffff-no-rj,553474204,https://www.youtube.com/channel/UCaCyjTZo0yY2UoKxASfms9w,3600000,2024-11-01,UCaCyjTZo0yY2UoKxASfms9w,RU
INNA SERG,612,"ИГРАЙ С НАМИ В GRAND MOBILE-ПРОМО SERG👇🏻НОВОСИБИРСК НА СВЯЗИ🤟🏻НЕ Типичная Яж мать и сын подросток 🤪Снимаем забавные,а где то мистические скетчи!Авторский контент🦦 Присоединяйтесь 🫶🏻 Сотрудничество в Телеграм👇🏻@Imalika08Почта: innaserglite@gmail.com",https://yt3.ggpht.com/D6JZl1OCjl20hkx1UM4pYG58gGC5TQ1wvNBSHIyfzE9yAvzAuBv6NuZcNDjr1ogfblnJwhYtCQ=s88-c-k-c0x00ffffff-no-rj,1757636907,https://www.youtube.com/channel/UCvydDeIzW2UDNO7eCqmmGdw,4850000,2024-11-01,UCvydDeIzW2UDNO7eCqmmGdw,RU
Жекич Дубровский,391,"Основной канал сообщества Дубровский СиндикатДУБРОВСКИЙ СИНДИКАТ - крупнейшее творческое объединение, основанное в 2017 году, включающее в себя десятки популярных каналов на YouTube и других соцсетях, собственное рекламное агентство, автосалоны и сервисы проката в разных городах мира, а так же ресурсы в сфере видеоигр.По вопросам сотрудничества, спонсорства или рекламы, писать на почту dubrovskiysyndicate@mail.ruVK_DMCA",https://yt3.ggpht.com/ytc/AIdro_nS4-bbpDjeUi48Z7wz-yZyUBnEn64qzR_CYLAiWSQkofg=s88-c-k-c0x00ffffff-no-rj,936418164,https://www.youtube.com/channel/UC9XJvt8OT-9_8QHDBdqocaw,5520000,2024-11-01,UC9XJvt8OT-9_8QHDBdqocaw,RU
Pro жизнь,58,,https://yt3.ggpht.com/-A_2OdSN2RxRHmnzJek_TsmW0Llsq_1liYyFCdvLG860Gp7uzcqzE73mh0IkHxo3GO2Ci9pg=s88-c-k-c0x00ffffff-no-rj,9930700,https://www.youtube.com/channel/UCnXuj5Q9vmJjNbgkQw9qgnA,28500,2024-11-01,UCnXuj5Q9vmJjNbgkQw9qgnA,ZZ
